ConsultationID,Date,ConsultantID,ConsultantName,RegionID,StylistID,ClientID,ServiceID,ServiceName,ServiceCategory,ColourSeasonID,MainSeason,RevenueActual_GBP,RevenuePotential_GBP,Status,IsNewClient,NPS_Score,DeliveryMode,Year,MonthNum,MonthName,QuarterYear
CN0047416,2025-12-19,CON025,Natalie Garcia,RG05,STY072,CL1988,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,286.81,286.81,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047417,2025-12-19,CON025,Natalie Garcia,RG05,STY072,CL2299,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS05,Summer,213.17,213.17,Completed,Yes,7,In-Person,2025,12,December,Q4 2025
CN0047418,2025-12-20,CON001,Sophie Marlowe,RG01,STY001,CL2019,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,288.72,288.72,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047419,2025-12-20,CON001,Sophie Marlowe,RG01,STY001,CL2533,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,281.98,281.98,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047420,2025-12-20,CON002,Emma Patel,RG02,STY005,CL1607,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,180.46,180.46,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047421,2025-12-20,CON002,Emma Patel,RG02,STY003,CL0440,SV06,Personal Shopping,Guided shopping trip with stylist.,CS04,Summer,302.68,302.68,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047422,2025-12-20,CON003,Claire Hughes,RG03,STY007,CL1262,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS12,Winter,232.57,232.57,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047423,2025-12-20,CON003,Claire Hughes,RG03,STY008,CL2119,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS03,Spring,0,136.76,No-Show,No,,In-Person,2025,12,December,Q4 2025
CN0047424,2025-12-20,CON003,Claire Hughes,RG03,STY008,CL2493,SV10,Follow-up Consultation,Review for existing clients.,CS12,Winter,94.62,94.62,Completed,Yes,10,In-Person,2025,12,December,Q4 2025
CN0047425,2025-12-20,CON004,Lisa Carter,RG04,STY011,CL2180,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS02,Spring,211.03,211.03,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047426,2025-12-20,CON004,Lisa Carter,RG04,STY010,CL1741,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS03,Spring,185.59,185.59,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047427,2025-12-20,CON004,Lisa Carter,RG04,STY013,CL2455,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS08,Autumn,0,192.96,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047428,2025-12-20,CON004,Lisa Carter,RG04,STY010,CL2990,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS01,Spring,0,161.77,Cancelled,Yes,,Online,2025,12,December,Q4 2025
CN0047429,2025-12-20,CON005,Sarah Walsh,RG05,STY015,CL2513,SV10,Follow-up Consultation,Review for existing clients.,CS05,Summer,93.26,93.26,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047430,2025-12-20,CON005,Sarah Walsh,RG05,STY016,CL0283,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS11,Winter,438.83,438.83,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047431,2025-12-20,CON006,Anna Singh,RG06,STY019,CL2391,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS05,Summer,70.21,70.21,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047432,2025-12-20,CON006,Anna Singh,RG06,STY019,CL1961,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,194.15,194.15,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047433,2025-12-20,CON006,Anna Singh,RG06,STY018,CL0381,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,181.34,181.34,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047434,2025-12-20,CON006,Anna Singh,RG06,STY019,CL2183,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS04,Summer,255.57,255.57,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047435,2025-12-20,CON007,Kate Okoye,RG07,STY020,CL2166,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,0,283.05,No-Show,No,,In-Person,2025,12,December,Q4 2025
CN0047436,2025-12-20,CON007,Kate Okoye,RG07,STY020,CL0181,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,282.05,282.05,Completed,Yes,8,In-Person,2025,12,December,Q4 2025
CN0047437,2025-12-20,CON008,Helen Chen,RG08,STY024,CL0046,SV10,Follow-up Consultation,Review for existing clients.,CS06,Summer,88.11,88.11,Completed,No,5,In-Person,2025,12,December,Q4 2025
CN0047438,2025-12-20,CON008,Helen Chen,RG08,STY023,CL1652,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS03,Spring,130.22,130.22,Completed,No,9,Online,2025,12,December,Q4 2025
CN0047439,2025-12-20,CON008,Helen Chen,RG08,STY024,CL2233,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS02,Spring,219.76,219.76,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047440,2025-12-20,CON009,Fiona Williams,RG09,STY028,CL2063,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,180.72,180.72,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047441,2025-12-20,CON009,Fiona Williams,RG09,STY028,CL2102,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,292.84,292.84,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047442,2025-12-20,CON009,Fiona Williams,RG09,STY026,CL1698,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,290.02,290.02,Completed,No,6,In-Person,2025,12,December,Q4 2025
CN0047443,2025-12-20,CON009,Fiona Williams,RG09,STY028,CL0316,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS05,Summer,428.71,428.71,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047444,2025-12-20,CON010,Rachel Johnson,RG10,STY029,CL1045,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS10,Winter,163.6,163.6,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047445,2025-12-20,CON010,Rachel Johnson,RG10,STY030,CL1251,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS08,Autumn,430.56,430.56,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047446,2025-12-20,CON011,James Smith,RG01,STY031,CL2211,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,292.46,292.46,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047447,2025-12-20,CON011,James Smith,RG01,STY032,CL1153,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS04,Summer,169.64,169.64,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047448,2025-12-20,CON012,David Brown,RG02,STY035,CL2495,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS07,Autumn,0,195.58,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047449,2025-12-20,CON012,David Brown,RG02,STY033,CL1999,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS07,Autumn,0,105.62,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047450,2025-12-20,CON012,David Brown,RG02,STY035,CL2441,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,416.14,416.14,Completed,Yes,8,In-Person,2025,12,December,Q4 2025
CN0047451,2025-12-20,CON013,Mark Taylor,RG03,STY037,CL1887,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS02,Spring,406.53,406.53,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047452,2025-12-20,CON013,Mark Taylor,RG03,STY038,CL2363,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS12,Winter,411.56,411.56,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047453,2025-12-20,CON014,Tom Davis,RG04,STY041,CL1333,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,93.45,93.45,Completed,Yes,10,In-Person,2025,12,December,Q4 2025
CN0047454,2025-12-20,CON016,Liam Wilson,RG06,STY045,CL2195,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS04,Summer,188.13,188.13,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047455,2025-12-20,CON016,Liam Wilson,RG06,STY046,CL0427,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS02,Spring,164.01,164.01,Completed,No,10,Online,2025,12,December,Q4 2025
CN0047456,2025-12-20,CON016,Liam Wilson,RG06,STY045,CL1410,SV06,Personal Shopping,Guided shopping trip with stylist.,CS09,Autumn,316.46,316.46,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047457,2025-12-20,CON017,Michael Moore,RG07,STY049,CL0525,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,307.01,307.01,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047458,2025-12-20,CON017,Michael Moore,RG07,STY047,CL1637,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS01,Spring,211.16,211.16,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047459,2025-12-20,CON018,Oliver Anderson,RG08,STY052,CL2128,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS12,Winter,219.38,219.38,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047460,2025-12-20,CON018,Oliver Anderson,RG08,STY051,CL0549,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS09,Autumn,279.46,279.46,Completed,Yes,7,In-Person,2025,12,December,Q4 2025
CN0047461,2025-12-20,CON019,Peter Thomas,RG09,STY053,CL2855,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS06,Summer,207.23,207.23,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047462,2025-12-20,CON019,Peter Thomas,RG09,STY054,CL1280,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,283.32,283.32,Completed,No,5,In-Person,2025,12,December,Q4 2025
CN0047463,2025-12-20,CON019,Peter Thomas,RG09,STY054,CL1049,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS08,Autumn,284.04,284.04,Completed,Yes,7,In-Person,2025,12,December,Q4 2025
CN0047464,2025-12-20,CON020,Andrew Jackson,RG10,STY055,CL2365,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,305.3,305.3,Completed,No,6,In-Person,2025,12,December,Q4 2025
CN0047465,2025-12-20,CON020,Andrew Jackson,RG10,STY057,CL2567,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS06,Summer,112.05,112.05,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047466,2025-12-20,CON020,Andrew Jackson,RG10,STY055,CL2765,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS03,Spring,279.73,279.73,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047467,2025-12-20,CON021,Jessica White,RG01,STY058,CL2303,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,85.82,85.82,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047468,2025-12-20,CON022,Lucy Harris,RG02,STY065,CL1351,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS07,Autumn,102.54,102.54,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047469,2025-12-20,CON022,Lucy Harris,RG02,STY064,CL0916,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS04,Summer,87.8,87.8,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047470,2025-12-20,CON023,Charlotte Martin,RG03,STY066,CL1985,SV12,Colour Fan Replacement,Replacement colour fan for existing clients.,CS12,Winter,65.22,65.22,Completed,Yes,10,In-Person,2025,12,December,Q4 2025
CN0047471,2025-12-20,CON023,Charlotte Martin,RG03,STY067,CL1741,SV06,Personal Shopping,Guided shopping trip with stylist.,CS03,Spring,318.51,318.51,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047472,2025-12-20,CON024,Amy Thompson,RG04,STY070,CL1239,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS06,Summer,159.13,159.13,Completed,Yes,10,Online,2025,12,December,Q4 2025
CN0047473,2025-12-20,CON024,Amy Thompson,RG04,STY068,CL1022,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS01,Spring,238.75,238.75,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047474,2025-12-20,CON024,Amy Thompson,RG04,STY070,CL2901,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,412.38,412.38,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047475,2025-12-20,CON025,Natalie Garcia,RG05,STY072,CL2402,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS11,Winter,303.08,303.08,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047476,2025-12-20,CON025,Natalie Garcia,RG05,STY072,CL1082,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS07,Autumn,251.2,251.2,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047477,2025-12-22,CON001,Sophie Marlowe,RG01,STY002,CL0724,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,286.36,286.36,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047478,2025-12-22,CON001,Sophie Marlowe,RG01,STY001,CL2119,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS06,Summer,0,145.13,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047479,2025-12-22,CON002,Emma Patel,RG02,STY005,CL0864,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS10,Winter,0,146.59,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047480,2025-12-22,CON002,Emma Patel,RG02,STY006,CL2631,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,0,121.85,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047481,2025-12-22,CON002,Emma Patel,RG02,STY003,CL1814,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,128.49,128.49,Completed,Yes,8,In-Person,2025,12,December,Q4 2025
CN0047482,2025-12-22,CON003,Claire Hughes,RG03,STY008,CL1699,SV10,Follow-up Consultation,Review for existing clients.,CS07,Autumn,115.26,115.26,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047483,2025-12-22,CON003,Claire Hughes,RG03,STY009,CL2639,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS07,Autumn,436.49,436.49,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047484,2025-12-22,CON004,Lisa Carter,RG04,STY010,CL2719,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,205.37,205.37,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047485,2025-12-22,CON004,Lisa Carter,RG04,STY011,CL2733,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,284.5,284.5,Completed,Yes,6,In-Person,2025,12,December,Q4 2025
CN0047486,2025-12-22,CON005,Sarah Walsh,RG05,STY016,CL1203,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS02,Spring,196.95,196.95,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047487,2025-12-22,CON005,Sarah Walsh,RG05,STY014,CL2493,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS02,Spring,213.3,213.3,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047488,2025-12-22,CON005,Sarah Walsh,RG05,STY014,CL1987,SV06,Personal Shopping,Guided shopping trip with stylist.,CS09,Autumn,0,290.54,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047489,2025-12-22,CON006,Anna Singh,RG06,STY019,CL2447,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS07,Autumn,200.43,200.43,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047490,2025-12-22,CON006,Anna Singh,RG06,STY018,CL2173,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,290.65,290.65,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047491,2025-12-22,CON006,Anna Singh,RG06,STY019,CL1742,SV06,Personal Shopping,Guided shopping trip with stylist.,CS07,Autumn,293.31,293.31,Completed,No,6,In-Person,2025,12,December,Q4 2025
CN0047492,2025-12-22,CON006,Anna Singh,RG06,STY019,CL0214,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS05,Summer,419.94,419.94,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047493,2025-12-22,CON007,Kate Okoye,RG07,STY021,CL1918,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS09,Autumn,413.45,413.45,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047494,2025-12-22,CON007,Kate Okoye,RG07,STY021,CL0189,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS06,Summer,204.42,204.42,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047495,2025-12-22,CON007,Kate Okoye,RG07,STY021,CL1451,SV09,Group Colour Workshop,Group session — colour theory & season basics. Per person.,CS12,Winter,98.95,98.95,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047496,2025-12-22,CON007,Kate Okoye,RG07,STY020,CL0849,SV10,Follow-up Consultation,Review for existing clients.,CS06,Summer,119.73,119.73,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047497,2025-12-22,CON008,Helen Chen,RG08,STY023,CL2889,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS04,Summer,438.23,438.23,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047498,2025-12-22,CON008,Helen Chen,RG08,STY023,CL1775,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,413.08,413.08,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047499,2025-12-22,CON009,Fiona Williams,RG09,STY027,CL1244,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS10,Winter,145.04,145.04,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047500,2025-12-22,CON011,James Smith,RG01,STY031,CL1596,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS05,Summer,129.34,129.34,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047501,2025-12-22,CON011,James Smith,RG01,STY031,CL0256,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS10,Winter,298.18,298.18,Completed,Yes,8,In-Person,2025,12,December,Q4 2025
CN0047502,2025-12-22,CON011,James Smith,RG01,STY032,CL1428,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS09,Autumn,182.88,182.88,Completed,No,6,In-Person,2025,12,December,Q4 2025
CN0047503,2025-12-22,CON012,David Brown,RG02,STY036,CL1504,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS03,Spring,432.65,432.65,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047504,2025-12-22,CON013,Mark Taylor,RG03,STY038,CL0687,SV10,Follow-up Consultation,Review for existing clients.,CS01,Spring,97.44,97.44,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047505,2025-12-22,CON014,Tom Davis,RG04,STY039,CL0093,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS01,Spring,126.21,126.21,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047506,2025-12-22,CON015,Raj Miller,RG05,STY043,CL1682,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS10,Winter,193.55,193.55,Completed,Yes,7,In-Person,2025,12,December,Q4 2025
CN0047507,2025-12-22,CON015,Raj Miller,RG05,STY043,CL1371,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS05,Summer,0,292.44,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047508,2025-12-22,CON016,Liam Wilson,RG06,STY045,CL1967,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS08,Autumn,210.92,210.92,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047509,2025-12-22,CON016,Liam Wilson,RG06,STY046,CL0298,SV10,Follow-up Consultation,Review for existing clients.,CS02,Spring,0,102.7,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047510,2025-12-22,CON016,Liam Wilson,RG06,STY044,CL2262,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS08,Autumn,189.1,189.1,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047511,2025-12-22,CON017,Michael Moore,RG07,STY049,CL1037,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS03,Spring,194.55,194.55,Completed,Yes,10,In-Person,2025,12,December,Q4 2025
CN0047512,2025-12-22,CON017,Michael Moore,RG07,STY049,CL2219,SV10,Follow-up Consultation,Review for existing clients.,CS05,Summer,91.1,91.1,Completed,Yes,8,In-Person,2025,12,December,Q4 2025
CN0047513,2025-12-22,CON017,Michael Moore,RG07,STY047,CL0195,SV05,Wardrobe Edit,Home visit — edits wardrobe to season-flattering pieces only.,CS08,Autumn,245.13,245.13,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047514,2025-12-22,CON018,Oliver Anderson,RG08,STY051,CL0390,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS06,Summer,184.37,184.37,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047515,2025-12-22,CON019,Peter Thomas,RG09,STY053,CL1555,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS09,Autumn,114.49,114.49,Completed,No,10,In-Person,2025,12,December,Q4 2025
CN0047516,2025-12-22,CON021,Jessica White,RG01,STY060,CL1202,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,278.52,278.52,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047517,2025-12-22,CON021,Jessica White,RG01,STY058,CL1083,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS12,Winter,276.38,276.38,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047518,2025-12-22,CON021,Jessica White,RG01,STY059,CL0127,SV07,Teen Colour Analysis,Colour analysis for ages 13-17.,CS08,Autumn,191.44,191.44,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047519,2025-12-22,CON022,Lucy Harris,RG02,STY063,CL1422,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS07,Autumn,308.64,308.64,Completed,No,7,In-Person,2025,12,December,Q4 2025
CN0047520,2025-12-22,CON022,Lucy Harris,RG02,STY063,CL2049,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS06,Summer,0,140.14,Cancelled,Yes,,In-Person,2025,12,December,Q4 2025
CN0047521,2025-12-22,CON022,Lucy Harris,RG02,STY064,CL2910,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS11,Winter,213.54,213.54,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047522,2025-12-22,CON023,Charlotte Martin,RG03,STY066,CL0135,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS01,Spring,275.24,275.24,Completed,Yes,5,In-Person,2025,12,December,Q4 2025
CN0047523,2025-12-22,CON023,Charlotte Martin,RG03,STY067,CL2412,SV10,Follow-up Consultation,Review for existing clients.,CS12,Winter,0,103.61,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047524,2025-12-22,CON024,Amy Thompson,RG04,STY071,CL0416,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS01,Spring,0,186.52,No-Show,No,,In-Person,2025,12,December,Q4 2025
CN0047525,2025-12-22,CON025,Natalie Garcia,RG05,STY072,CL2392,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS11,Winter,416.05,416.05,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047526,2025-12-22,CON025,Natalie Garcia,RG05,STY072,CL0659,SV11,Corporate Image Workshop,Workplace image & colour session. Per person.,CS03,Spring,0,154.84,Cancelled,No,,In-Person,2025,12,December,Q4 2025
CN0047527,2025-12-23,CON001,Sophie Marlowe,RG01,STY002,CL0320,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS03,Spring,156.44,156.44,Completed,No,10,Online,2025,12,December,Q4 2025
CN0047528,2025-12-23,CON001,Sophie Marlowe,RG01,STY001,CL0105,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS04,Summer,287.16,287.16,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047529,2025-12-23,CON001,Sophie Marlowe,RG01,STY001,CL2987,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS12,Winter,152.63,152.63,Completed,No,9,Online,2025,12,December,Q4 2025
CN0047530,2025-12-23,CON002,Emma Patel,RG02,STY006,CL0250,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS02,Spring,307.13,307.13,Completed,Yes,9,In-Person,2025,12,December,Q4 2025
CN0047531,2025-12-23,CON002,Emma Patel,RG02,STY005,CL0184,SV02,Style Analysis,"Most flattering shapes, lines, textures for body type.",CS04,Summer,183.79,183.79,Completed,Yes,7,In-Person,2025,12,December,Q4 2025
CN0047532,2025-12-23,CON004,Lisa Carter,RG04,STY011,CL2807,SV01,Colour Analysis,Full 2-hour colour draping. Season & sub-season identified. Colour Fan included.,CS06,Summer,293.83,293.83,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047533,2025-12-23,CON004,Lisa Carter,RG04,STY012,CL0213,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS06,Summer,408.97,408.97,Completed,No,9,In-Person,2025,12,December,Q4 2025
CN0047534,2025-12-23,CON005,Sarah Walsh,RG05,STY017,CL1598,SV08,Online Colour Analysis,Remote colour consultation via video call.,CS03,Spring,143.29,143.29,Completed,Yes,10,Online,2025,12,December,Q4 2025
CN0047535,2025-12-23,CON005,Sarah Walsh,RG05,STY014,CL0588,SV10,Follow-up Consultation,Review for existing clients.,CS10,Winter,93.61,93.61,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047536,2025-12-23,CON006,Anna Singh,RG06,STY019,CL0866,SV04,Makeup Lesson,Personalised makeup using client season palette.,CS06,Summer,135.27,135.27,Completed,No,8,In-Person,2025,12,December,Q4 2025
CN0047537,2025-12-23,CON006,Anna Singh,RG06,STY018,CL0286,SV03,Colour & Style Combined,Full colour + style analysis. Best value package.,CS01,Spring,442.57,442.57,Completed,No,9,In-Person,2025,12,December,Q4 2025
